Company,Product,Type_Name,Inches,Ram,OS,Weight,Price_EUR,Screen,ScreenW,ScreenH,Touch_Screen,IPS_Panel,Retina_Display,CPU_company,CPU_Frequency_GHz,CPU_model,Primary_Storage_GB,Secondary_Storage,Primary_Storage_Type,Secondary_Storage_Type,GPU_company,GPU_model
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.30,8,Windows 10,1.20,1129.00,Quad HD+,3200,1800,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Latitude 3380,Notebook,13.30,4,Windows 10,1.65,849.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Acer,TravelMate P238-M,Notebook,13.30,4,Windows 10,1.60,655.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.30,4,Windows 10,2.80,470.34,Standard,1366,768,No,No,No,Intel,1.10,Pentium Quad Core N4200,1024,0,HDD,No,Nvidia,GeForce 920MX
Dell,Inspiron 7559,Gaming,15.60,16,Windows 10,2.72,1099.00,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.60,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M
Samsung,Notebook 9,Ultrabook,13.30,8,Windows 10,1.31,1599.00,Full HD,1920,1080,Yes,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire A315-31,Notebook,15.60,4,Linux,2.10,298.00,Standard,1366,768,No,No,No,Intel,1.10,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505
Dell,Inspiron 5567,Notebook,15.60,16,Windows 10,2.30,1181.27,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445
Samsung,Notebook 9,2 in 1 Convertible,15.00,16,Windows 10,1.71,1799.00,Full HD,1920,1080,Yes,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,AMD,Radeon 540
Toshiba,Tecra A40-C-1E5,Notebook,14.00,4,Windows 10,1.75,1020.00,Standard,1366,768,No,Yes,No,Intel,2.30,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 7567,Gaming,15.60,8,Windows 10,2.62,1099.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
HP,EliteBook 820,Ultrabook,12.50,4,Windows 10,1.26,1244.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.60,12,Windows 10,2.30,839.00,Full HD,1920,1080,Yes,No,No,Intel,2.70,Core i7 7500U,2048,0,HDD,No,Nvidia,GeForce 940MX
Lenovo,Thinkpad P50,Notebook,15.60,16,Windows 7,2.50,2370.00,4K Ultra HD,3840,2160,No,No,No,Intel,2.70,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M2000M
Acer,Swift 3,Notebook,14.00,4,Windows 10,1.80,636.00,Full HD,1920,1080,No,Yes,No,Intel,2.40,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
Razer,Blade Pro,Gaming,14.00,16,Windows 10,1.95,2899.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060
Asus,Vivobook Max,Notebook,15.60,8,Windows 10,2.00,581.90,Standard,1920,1080,No,No,No,Intel,1.10,Pentium Dual Core N4200,128,0,SSD,No,Intel,HD Graphics 505
Dell,Alienware 17,Gaming,17.30,32,Windows 10,4.42,3588.80,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070M
Asus,Rog G752VS-BA171T,Gaming,17.30,16,Windows 10,4.30,2350.00,Full HD,1920,1080,No,Yes,No,Intel,2.60,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Tecra Z40-C-161,Ultrabook,14.00,16,Windows 10,1.47,1764.00,Full HD,1920,1080,No,Yes,No,Intel,2.60,Core i7 6600U,512,0,SSD,No,Nvidia,GeForce 930M
Lenovo,IdeaPad 110-15IBR,Notebook,15.60,8,No OS,2.20,329.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405
Lenovo,ThinkPad T470s,Ultrabook,14.00,16,Windows 10,1.70,2299.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
MSI,GS43VR 7RE,Gaming,14.00,16,Windows 10,1.60,1891.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.60,8,Windows 10,2.20,1089.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Lenovo,Legion Y520-15IKBN,Gaming,15.60,4,Windows 10,2.40,999.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Acer,Predator G9-793,Gaming,17.30,16,Windows 10,4.20,2299.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 7567,Gaming,15.60,8,Windows 10,2.62,985.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.60,8,Windows 10,2.24,1339.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX1060
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.00,4,Windows 10,1.22,202.90,Standard,1920,1080,No,No,No,Intel,1.10,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.30,8,Windows 10,1.37,1970.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.60,8,Windows 10,2.08,959.00,Full HD,1920,1080,Yes,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,AMD,Radeon R7 M460
Apple,"MacBook 12""",Ultrabook,12.00,8,Mac OS X,0.92,1165.00,Standard,2304,1440,No,Yes,Yes,Intel,1.20,Core M,512,0,Flash Storage,No,Intel,HD Graphics 5300
Lenovo,ThinkPad X1,2 in 1 Convertible,14.00,8,Windows 10,1.42,2330.00,Standard,2560,1440,Yes,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.00,4,Windows 10,1.63,299.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Dell,Latitude 3580,Notebook,15.60,8,Windows 10,1.95,810.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.90,8,Windows 10,1.38,1349.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 5568,Notebook,15.60,8,Windows 10,2.00,739.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 M420X
HP,ZBook 17,Workstation,15.60,8,Windows 10,3.14,2064.90,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200
Asus,Pro P2540UA-XS51,Notebook,15.60,8,Windows 10,2.37,1099.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.29,1499.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,XPS 15,Notebook,15.60,8,Windows 10,2.06,1749.00,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.50,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Dell,Latitude 3180,Netbook,11.60,4,Windows 10,1.63,744.00,Standard,1366,768,No,No,No,Intel,1.10,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505
HP,EliteBook 820,Netbook,12.50,8,Windows 10,1.26,1389.00,Standard,1366,768,No,No,No,Intel,2.60,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
Toshiba,Satellite Pro,Notebook,15.60,4,Windows 10,2.10,780.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.60,8,Windows 10,2.04,629.00,Standard,1366,768,No,No,No,AMD,2.50,A12-Series 9700P,2048,0,HDD,No,AMD,Radeon R7 Graphics
Dell,Inspiron 7567,Gaming,15.60,16,Windows 10,2.62,1679.00,4K Ultra HD,3840,2160,No,No,No,Intel,2.80,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050 Ti
Lenovo,IdeaPad 310-15IKB,Notebook,15.60,4,Windows 10,2.40,609.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920M
HP,Omen 17-an012dx,Gaming,17.30,12,Windows 10,3.74,1749.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,1024,0,HDD,No,AMD,Radeon RX 580
MSI,GE72MVR 7RG,Gaming,17.30,16,Windows 10,2.90,2415.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Samsung,Notebook 9,Ultrabook,13.30,8,Windows 10,0.81,1499.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 5568,Notebook,15.60,8,Windows 10,1.98,961.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce GT 940MX
Dell,Vostro 3568,Notebook,15.60,8,Windows 10,2.18,789.81,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,AMD,Radeon R5 M420
Lenovo,Thinkpad T470s,Ultrabook,14.00,8,Windows 10,1.32,1859.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Razer,Blade Stealth,Ultrabook,12.50,16,Windows 10,1.29,1799.00,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.50,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
HP,Chromebook 11,Netbook,11.60,4,Chrome OS,1.23,385.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400
Dell,Alienware 17,Gaming,17.30,16,Windows 10,4.36,2505.02,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Latitude 3480,Notebook,14.00,4,Windows 10,1.76,755.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.60,4,Windows 10,2.10,489.90,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Toshiba,Tecra X40-D-10Z,Ultrabook,14.00,4,Windows 10,1.25,1090.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad X1,Ultrabook,14.00,8,Windows 10,1.13,2499.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
MSI,GL62M 7RD,Gaming,15.60,8,Windows 10,2.40,1199.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,ThinkPad X1,Ultrabook,14.00,8,Windows 10,1.13,1875.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,Flash Storage,No,Intel,HD Graphics 620
Toshiba,Satellite Pro,Notebook,14.00,4,Windows 10,1.75,499.00,Standard,1366,768,No,No,No,Intel,2.10,Pentium Dual Core 4405U,128,0,SSD,No,Intel,HD Graphics 510
Asus,ZenBook Flip,2 in 1 Convertible,13.30,8,Windows 10,1.10,1358.00,Full HD,1920,1080,Yes,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Latitude 3480,Notebook,14.00,4,Windows 10,1.76,585.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Acer,Chromebook 11,Netbook,11.60,4,Chrome OS,1.35,355.00,Standard,1366,768,No,Yes,No,Intel,1.60,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400
Acer,Swift 3,Notebook,14.00,8,Windows 10,1.50,619.00,Full HD,1920,1080,No,Yes,No,Intel,2.40,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
Razer,Blade Pro,Gaming,17.30,32,Windows 10,3.49,5499.00,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.90,Core i7 7820HK,512,0,SSD,No,Nvidia,GeForce GTX 1080
Lenovo,Thinkpad X1,Ultrabook,14.00,16,Windows 10,1.10,2099.00,Quad HD+,2560,1440,No,Yes,No,Intel,2.60,Core i7 6600U,512,0,SSD,No,Intel,HD Graphics 520
Asus,VivoBook Max,Notebook,15.60,4,Linux,2.10,519.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920
Lenovo,Thinkpad T460,Notebook,14.00,8,Windows 10,1.70,1186.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,ThinkPad T470s,Notebook,14.00,8,Windows 10,1.32,1650.00,Full HD,1920,1080,No,Yes,No,Intel,2.60,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Alienware 15,Gaming,15.60,16,Windows 10,3.21,2774.63,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Asus,Rog GL702VS-BA023T,Gaming,17.30,16,Windows 10,2.90,2419.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Satellite Pro,Notebook,15.60,4,Windows 10,2.00,669.00,Standard,1366,768,No,No,No,Intel,2.40,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Lenovo,N42-20 Chromebook,Notebook,14.00,4,Chrome OS,1.50,325.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Quad Core N3160,16,0,Flash Storage,No,Intel,HD Graphics 400
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.60,8,Windows 10,2.30,590.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,128,0,HDD,No,Intel,HD Graphics 620
Asus,Rog GL702VM-GC017T,Gaming,17.30,16,Windows 10,2.73,1799.00,Full HD,1920,1080,No,No,No,Intel,2.60,Core i7 6700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Alienware 17,Gaming,17.30,32,Windows 10,4.42,3072.89,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070
HP,ProBook 470,Notebook,17.30,8,Windows 10,2.63,910.00,Standard,1600,900,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 930MX
Dell,Vostro 3568,Notebook,15.60,8,Windows 10,2.18,713.99,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Ultrabook,14.00,8,Windows 7,1.54,1870.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520
Dell,Vostro 3568,Notebook,15.60,4,Windows 10,2.18,739.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,AMD,Radeon R5 M420
HP,Chromebook X360,2 in 1 Convertible,11.60,4,Chrome OS,1.40,615.00,Standard,1366,768,Yes,No,No,Intel,1.10,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.30,8,Windows 10,1.45,1026.00,Full HD,1920,1080,No,Yes,No,Intel,2.30,Core i5 6200U,512,0,SSD,No,Nvidia,GeForce 940M
HP,EliteBook x360,2 in 1 Convertible,13.30,8,Windows 10,1.28,2277.00,Full HD,1920,1080,Yes,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Ultrabook,14.00,8,Windows 10,1.54,1468.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520
HP,250 G6,Notebook,15.60,4,No OS,1.86,299.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400
Asus,Rog GL502VM-DS74,Gaming,15.60,16,Windows 10,2.10,1899.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 5767,Notebook,17.30,8,Linux,2.83,865.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445
Lenovo,ThinkPad T470p,Ultrabook,14.00,8,Windows 10,1.96,1903.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GT 940MX
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.60,8,Windows 10,2.30,787.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce GTX 930MX
Dell,Latitude 5580,Notebook,15.60,8,Windows 10,1.90,945.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.60,4,Windows 10,2.00,449.00,Standard,1366,768,No,No,No,Intel,1.10,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505
HP,EliteBook x360,2 in 1 Convertible,13.30,8,Windows 10,1.28,2559.00,Full HD,1920,1080,Yes,No,No,Intel,2.80,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 5368,Notebook,13.30,8,Windows 10,1.62,649.00,Full HD,1920,1080,Yes,No,No,Intel,2.30,Core i5 6200U,1024,0,HDD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 110-15ISK,Notebook,15.60,4,No OS,2.20,469.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
Lenovo,ThinkPad E570,Notebook,15.60,8,Windows 10,2.30,850.66,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
HP,EliteBook 850,Notebook,15.60,8,Windows 10,1.84,1349.00,Full HD,1920,1080,No,No,No,Intel,2.60,Core i5 7300U,256,0,SSD,No,AMD,Radeon R7 M465
Toshiba,Portege X30-D-10X,Notebook,13.30,4,Windows 10,1.05,1285.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Lenovo,Legion Y520-15IKBN,Gaming,15.60,8,No OS,2.50,1017.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Dell,XPS 13,Ultrabook,13.30,16,Windows 10,1.29,2240.00,Quad HD+,3200,1800,Yes,No,No,Intel,2.50,Core i7 7660U,512,0,SSD,No,Intel,Iris Plus Graphics 640
HP,Probook 450,Notebook,15.60,4,Windows 10,2.07,910.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Toshiba,Portégé Z30-C-188,Ultrabook,13.30,8,Windows 10,1.20,1095.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.30,8,Windows 10,1.37,1950.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.00,8,Windows 10,1.56,902.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Precision 3520,Workstation,15.60,8,Windows 10,2.23,1778.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,1024,0,HDD,No,Nvidia,Quadro M620
Lenovo,ThinkPad L570,Notebook,15.60,4,Windows 10,2.38,1055.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 110-15ISK,Notebook,15.60,4,No OS,2.20,479.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430
Toshiba,Tecra A50-D-11D,Notebook,15.60,8,Windows 10,2.00,1388.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad 13,Notebook,13.30,4,Windows 10,1.44,735.00,Full HD,1920,1080,No,Yes,No,Intel,2.40,Core i3 7100U,180,0,SSD,No,Intel,HD Graphics 620
Samsung,Notebook 9,Ultrabook,15.00,16,Windows 10,1.23,1849.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX
Dell,Latitude 7280,Ultrabook,12.50,8,Windows 10,1.60,1690.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.60,4,Linux,2.00,398.99,Standard,1366,768,No,No,No,Intel,1.10,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505
Xiaomi,Mi Notebook,Ultrabook,13.30,8,Windows 10,1.28,935.00,Full HD,1920,1080,No,Yes,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Nvidia,GeForce 940MX
Dell,Vostro 5568,Notebook,15.60,4,Windows 10,2.18,912.50,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 940MX
HP,ProBook 450,Notebook,15.60,4,Windows 10,2.04,839.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook x360,2 in 1 Convertible,13.30,4,Windows 10,1.28,1700.00,Full HD,1920,1080,Yes,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Pavilion x360,2 in 1 Convertible,15.60,4,Windows 10,2.30,684.80,Standard,1366,768,Yes,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Asus,VivoBook L402NA,Notebook,14.10,4,Windows 10,1.65,348.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Lenovo,IdeaPad 510-15ISK,Notebook,15.60,8,Windows 10,2.20,669.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i7 6500U,1024,0,HDD,No,Nvidia,GeForce 940MX
Dell,Inspiron 3552,Notebook,15.60,4,Windows 10,2.20,369.00,Standard,1366,768,No,No,No,Intel,1.60,Pentium Quad Core N3710,500,0,HDD,No,Intel,HD Graphics
HP,EliteBook x360,2 in 1 Convertible,13.30,4,Windows 10,1.28,1799.00,Full HD,1920,1080,Yes,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 3568,Notebook,15.60,4,Linux,2.18,455.70,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420X
Asus,Rog GL753VD-GC082T,Gaming,17.30,12,Windows 10,2.20,1369.90,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Acer,Chromebook C731-C78G,Netbook,11.60,4,Chrome OS,1.25,297.00,Standard,1366,768,No,Yes,No,Intel,1.60,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400
Lenovo,IdeaPad 110-17ACL,Notebook,17.30,4,Windows 10,2.80,379.00,Standard,1600,900,No,No,No,AMD,2.20,A4-Series 7210,500,0,HDD,No,AMD,Radeon R3
HP,Probook 640,Notebook,14.00,4,Windows 10,1.95,1265.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
HP,Envy x360,2 in 1 Convertible,13.30,16,Windows 10,1.42,1399.00,Quad HD+,3200,1800,Yes,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Samsung,Notebook 9,Ultrabook,15.00,8,Windows 10,1.17,1699.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad T470s,Ultrabook,14.00,8,Windows 10,1.32,1799.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
MSI,GS73VR Stealth,Gaming,17.30,16,Windows 10,2.43,2649.00,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.60,Core i7 6700HQ,512,2048,SSD,HDD,Nvidia,GeForce GTX 1060
Toshiba,Portege X30-D-10V,Notebook,13.30,8,Windows 10,1.05,1475.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 7567,Gaming,15.60,8,Linux,2.62,929.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050Ti
HP,ProBook 450,Notebook,15.60,8,Windows 10,2.04,900.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 930MX
